id 	 symbal	     lable	     description
399 	 /m/014w_8 	 sepsis	 life-threatening organ dysfunction triggered by infection 
400 	 /m/014wxc 	 Hawaiian Islands	 archipelago in the North Pacific Ocean, currently administered by the US state of Hawaii, with the exception of Midway Island 
401 	 /m/014x77 	 Rachel Weisz	 English actress 
402 	 /m/014xf6 	 King's College London	 public research university located in London, United Kingdom 
403 	 /m/014y6 	 Anthony Head	 English actor 
404 	 /m/014yzm 	 choline	 chemical compound 
405 	 /m/014z8v 	 George Carlin	 American stand-up comedian 
406 	 /m/014zcr 	 George Clooney	 American actor, filmmaker, and activist 
407 	 /m/014zfs 	 Bill Cosby	 American actor, comedian, author, producer, musician, activist 
408 	 /m/014zn0 	 Dana Andrews	 American film actor 
409 	 /m/014zwb 	 You've Got Mail	 1998 film by Nora Ephron 
410 	 /m/014zws 	 Harvard Law School	 law school in Cambridge 
411 	 /m/014zz1 	 hurdy-gurdy	 musical instrument 
412 	 /m/015010 	 Jacqueline Bisset	 actress 
413 	 /m/01505k 	 Aleppo	 city and governorate capital of Aleppo, Syria 
414 	 /m/015076 	 River Phoenix	 American actor, musician, and activist 
415 	 /m/01507p 	 David Boreanaz	 American actor, famous for Angel and Buffy 
416 	 /m/0150jk 	 Nickelback	 Canadian rock band 
417 	 /m/0150n 	 Bonn	 city in Germany, former capital 
418 	 /m/0150t6 	 Hans Zimmer	 German film composer and music producer 
419 	 /m/01515w 	 Edward Norton	 American actor 
420 	 /m/01516r 	 Melvins	 band from the United States 
421 	 /m/01518s 	 Danzig	 American heavy metal band 
422 	 /m/015196 	 Glenn Danzig	 musician 
423 	 /m/0151b0 	 triangle	 idiophone type of musical instrument in the percussion family 
424 	 /m/0151ns 	 Milla Jovovich	 model and actress 
425 	 /m/0151w_ 	 Ben Affleck	 American film actor, director and screenwriter 
426 	 /m/0151xv 	 Dirk Bogarde	 British actor 
427 	 /m/0151zx 	 Peter Cushing	 English actor 
428 	 /m/01520h 	 Richard Dreyfuss	 American actor 
429 	 /m/0152cw 	 Jewel	 American singer-songwriter, guitarist, producer, actress, and poet 
430 	 /m/0152n0 	 skeleton	 sliding sport featuring in the Winter Olympics, where an individual propels a vehicle, head-first, down a track of ice 
431 	 /m/0152x_ 	 MSNBC	 American television station specialising in news and information 
432 	 /m/01531 	 The Bronx	 borough of New York City, New York, United States 
433 	 /m/0153nq 	 Dio	 American heavy metal band 
434 	 /m/01540 	 biology	 study of life 
435 	 /m/015401 	 University of Tehran	 university 
436 	 /m/01541z 	 Michelle Forbes	 American actress 
437 	 /m/0154d7 	 Mark Hamill	 American actor, voice actor, producer, director, and writer 
438 	 /m/0154fs 	 Brampton	 city in Ontario 
439 	 /m/0154gx 	 Mississauga	 city in Ontario, Canada 
440 	 /m/0154j 	 Belgium	 federal constitutional monarchy in Western Europe 
441 	 /m/0154qm 	 Cate Blanchett	 Australian actress 
442 	 /m/0154yf 	 Legion of Honour	 French order of merit 
443 	 /m/0155j3 	 Cebu	 province of the Philippines 
444 	 /m/0155w 	 blues	 musical form and a music genre 
445 	 /m/0156q 	 Berlin	 capital city of Germany 
446 	 /m/0156ts 	 Darlington	 town in County Durham, England 
447 	 /m/0157g9 	 Lesser Antilles	 island arc in the Caribbean Sea 
448 	 /m/0157m 	 Bill Clinton	 American jurist, politician and 42nd President of the United States 
449 	 /m/01585b 	 slasher film	 subgenre of horror film 
450 	 /m/015882 	 Linda Ronstadt	 American pop singer 
451 	 /m/0159h6 	 Emma Thompson	 British actress and writer 
452 	 /m/0159r9 	 Gonville and Caius College	 college of the University of Cambridge 
453 	 /m/015_1q 	 Columbia Records	 American record label 
454 	 /m/015_30 	 Neil Diamond	 American singer-songwriter 
455 	 /m/015_z1 	 Gillingham F.C.	 English association football club 
456 	 /m/015bpl 	 Star Trek VI: The Undiscovered Country	 1991 American science fiction film 
457 	 /m/015btn 	 critic	 professional who makes a living communicating their opinions and assessments of various forms of creative work 
458 	 /m/015bwt 	 Boyz II Men	 R&B vocal group from the United States 
459 	 /m/015c1b 	 Blessed Virgin Mary	 Roman Catholic veneration of Mary 
460 	 /m/015c2f 	 Cynthia Nixon	 American actress 
461 	 /m/015c4g 	 Robert Duvall	 American actor and director 
462 	 /m/015cbq 	 Bob Hope	 American comedian, actor, singer and dancer 
463 	 /m/015cj9 	 Cheltenham	 town in Gloucestershire, England 
464 	 /m/015cjr 	 television presenter	 person who introduces or hosts television programs 
465 	 /m/015cl6 	 Medal of Honor	 United States of America's highest military honor 
466 	 /m/015cqh 	 Journey	 American rock band 
467 	 /m/015cxv 	 Los Lobos	 American Chicano rock band 
468 	 /m/015cz0 	 Tel Aviv University	 Public university located in Ramat Aviv, Tel Aviv, Israel 
469 	 /m/015czt 	 lieutenant	 junior commissioned officer in many nations' armed forces 
470 	 /m/015d3h 	 Ernest Borgnine	 American actor 
471 	 /m/015dcj 	 Rock Hudson	 American actor 
472 	 /m/015dnt 	 Trevor Howard	 English film, stage and television actor 
473 	 /m/015dqj 	 Maximilian Schell	 Austrian-Swiss film and stage actor 
474 	 /m/015dvh 	 National Park Service	 United States federal agency 
475 	 /m/015f47 	 ADO Den Haag	 Dutch association football club 
476 	 /m/015f7 	 Britney Spears	 American singer, dancer and actress 
477 	 /m/015fr 	 Brazil	 federal republic in South America 
478 	 /m/015fs3 	 Western Michigan University	 public university located in Kalamazoo, Michigan, United States 
479 	 /m/015fsv 	 Eastern Michigan University	 comprehensive, co-educational public university in Ypsilanti, Michigan, United States 
480 	 /m/015g1w 	 Royal Academy of Arts	 art institution in London, England 
481 	 /m/015g28 	 Band of Brothers	 TV mini-series 
482 	 /m/015g7 	 Bratislava	 capital city of Slovakia 
483 	 /m/015g_7 	 Ryan O'Neal	 American actor 
484 	 /m/015gjr 	 Marcello Mastroianni	 Italian film actor 
485 	 /m/015gm8 	 Hud	 1963 film by Martin Ritt 
486 	 /m/015grj 	 Alan Arkin	 American actor, director, musician and singer 
487 	 /m/015gsv 	 Cliff Robertson	 actor 
488 	 /m/015gw6 	 Alan Bates	 English actor of the 1960s 
489 	 /m/015gy7 	 Melvyn Douglas	 American actor 
490 	 /m/015h31 	 animator	 person who makes animated films 
491 	 /m/015hr 	 Berlin International Film Festival	 annual film festival held in Berlin, Germany 
492 	 /m/015j7 	 Bible	 collection of sacred books in Judaism and Christianity 
493 	 /m/015jr 	 British Columbia	 province of Canada 
494 	 /m/015k7 	 Gautama Buddha	 Philosopher, reformer and the founder of Buddhism 
495 	 /m/015kg1 	 Epitaph Records	 record label 
496 	 /m/015l4k 	 1968 Winter Olympics	 10th edition of Winter Olympics, held in Grenoble (France) in 1968 
497 	 /m/015lhm 	 Chuck Norris	 American martial artist and actor 
498 	 /m/015ln1 	 Dulwich College	 independent school for boys in Dulwich, southeast London, England 
499 	 /m/015m08 	 Emilia-Romagna	 region in Italy 
500 	 /m/015mlw 	 American Recordings	 record label 
501 	 /m/015mrk 	 Lauryn Hill	 American singer, rapper, songwriter, record producer, actress 
502 	 /m/015n8 	 Baruch Spinoza	 Dutch philosopher 
503 	 /m/015nhn 	 Glenda Jackson	 British politician and former actress 
504 	 /m/015njf 	 Ken Russell	 English film director 
505 	 /m/015nl4 	 Royal Academy of Dramatic Art	 drama school located in London, England 
506 	 /m/015np0 	 Ralph Richardson	 English actor 
507 	 /m/015npr 	 Aamir Khan	 Indian film actor, director, and producer of Hindi Cinema 
508 	 /m/015nvj 	 Carol Reed	 English film director 
509 	 /m/015p1m 	 investment bank	 type of private company 
510 	 /m/015p37 	 Janeane Garofalo	 American stand-up comedienne 
511 	 /m/015p3p 	 Harry Dean Stanton	 American actor, musician, and singer 
512 	 /m/015p6 	 bird	 class of tetrapods 
513 	 /m/015pdg 	 Southern rock	 subgenre of rock music and a genre of Americana 
514 	 /m/015pkc 	 Tobey Maguire	 actor from the United States 
515 	 /m/015pkt 	 1960 Winter Olympics	 8th edition of Winter Olympics, held in Squaw Valley (United States) in 1960 
516 	 /m/015pnb 	 All in the Family	 American television series 
517 	 /m/015ppk 	 NYPD Blue	 American television police drama 
518 	 /m/015pvh 	 Bonnie Hunt	 Stand-up comedienne 
519 	 /m/015pxr 	 Ricky Gervais	 English comedian, actor, director, producer, musician, writer, and former radio presenter 
520 	 /m/015q02 	 Perak	 Malaysian state 
521 	 /m/015q1n 	 University of Kansas	 public research university in Kansas, United States 
522 	 /m/015q43 	 Julie Christie	 British actress and activist 
523 	 /m/015qh 	 Bulgaria	 country in Eastern Europe 
524 	 /m/015qq1 	 Paul Winfield	 actor 
525 	 /m/015qqg 	 Julia	 1977 drama film 
526 	 /m/015qsq 	 Serpico	 1973 American crime drama film 
527 	 /m/015qt5 	 Art Carney	 American actor 
528 	 /m/015qy1 	 Mobile Suit Gundam: Char's Counterattack	 manga 
529 	 /m/015qyf 	 James Whitmore	 actor 
530 	 /m/015rhv 	 Roddy McDowall	 actor 
531 	 /m/015rkw 	 Michael Gambon	 Irish actor 
532 	 /m/015rmq 	 Georg Solti	 Hungarian orchestral and operatic conductor 
533 	 /m/015srx 	 The Jackson 5	 American pop music family group 
534 	 /m/015t56 	 Elijah Wood	 American actor 
535 	 /m/015t7v 	 Bernard Hill	 English film, stage and television actor 
536 	 /m/015v3r 	 Ethan Hawke	 American actor and writer 
537 	 /m/015vgc 	 Carnatic music	 music genre originating in southern India 
538 	 /m/015vq_ 	 Bob Hoskins	 English actor 
539 	 /m/015vql 	 Michael Hordern	 English actor, radio personality 
540 	 /m/015w8_ 	 Tiny Toon Adventures	 animated television series 
541 	 /m/015w9s 	 television film	 feature film that is a television program produced for and originally distributed by a television network 
542 	 /m/015wc0 	 Bernard Herrmann	 American composer 
543 	 /m/015wd7 	 Chicano rock	 None 
544 	 /m/015wfg 	 Roy Scheider	 American actor 
545 	 /m/015whm 	 Being There	 1979 film by Hal Ashby 
546 	 /m/015wnl 	 John Hurt	 British actor 
547 	 /m/015wy_ 	 Goldsmiths, University of London	 public research university in London 
548 	 /m/015x1f 	 Curtis Mayfield	 American singer, songwriter, and record producer 
549 	 /m/015x74 	 The Adventures of Baron Munchausen	 1988 film by Terry Gilliam 
550 	 /m/015xp4 	 Etta James	 American singer 
551 	 /m/015y2q 	 Pune	 city in Maharashtra, India 
552 	 /m/015y3j 	 Dickinson College	 university 
553 	 /m/015y_n 	 swing music	 genre of jazz music 
554 	 /m/015ynm 	 Lilo & Stitch	 2002 American animated science fiction comedy-drama film 
555 	 /m/015z4j 	 Serena Williams	 American tennis player 
556 	 /m/015zql 	 Dan Curtis	 American director and producer of television and film 
557 	 /m/015zxh 	 La Jolla	 neighborhood in San Diego, California, United States 
558 	 /m/015zyd 	 California Institute of the Arts	 university located in Valencia, in Los Angeles County, California 
559 	 /m/016017 	 Hercules	 1997 American animated musical fantasy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures 
560 	 /m/0160nk 	 Tulane University	 private university in New Orleans, Louisiana, United States 
561 	 /m/0160w 	 The Bahamas	 country in North America 
562 	 /m/0161c 	 Bahrain	 constitutional monarchy in Southwest Asia 
563 	 /m/0161c2 	 Avril Lavigne	 Canadian singer-songwriter and actress 
564 	 /m/0161h5 	 Angela Lansbury	 British-American actress and singer 
565 	 /m/0161jj 	 Bournemouth	 town in the ceremonial county of Dorset, England 
566 	 /m/0161rf 	 easy listening	 music genre of the pop 
567 	 /m/0161sp 	 Lenny Kravitz	 American singer-songwriter and multi-instrumentalist 
568 	 /m/0162b 	 Bangladesh	 country in South Asia 
569 	 /m/0162c8 	 Brett Ratner	 American film director 
570 	 /m/0162kb 	 Senate of Australia	 upper house of the Australian Parliament 
571 	 /m/0162v 	 Barbados	 country in the Caribbean 
572 	 /m/01633c 	 In & Out	 1997 film by Frank Oz 
573 	 /m/01634x 	 Manchester City F.C.	 professional association football team based in Manchester, England 
574 	 /m/016376 	 The Isley Brothers	 American musical group 
575 	 /m/0163kf 	 Gladys Knight	 American singer 
576 	 /m/0163m1 	 Earth, Wind & Fire	 American band 
577 	 /m/0163r3 	 Isaac Hayes	 singer-songwriter, arranger, record producer, and actor 
578 	 /m/0163t3 	 Sharon Osbourne	 English television host, author, music manager, businesswoman and promotor 
579 	 /m/0163v 	 Belarus	 a country in Eastern Europe 
580 	 /m/0163zw 	 electronic body music	 music genre 
581 	 /m/01645p 	 Persea americana	 species of plant 
582 	 /m/016475 	 picture book	 book with images at least as important as words, commonly directed at children and featuring a story 
583 	 /m/0164b 	 Belize	 country in Central America 
584 	 /m/0164nb 	 David Hasselhoff	 American actor, singer, producer, and businessman 
585 	 /m/0164qt 	 The World Is Not Enough	 1999 James Bond film 
586 	 /m/0164r9 	 Robert Shaw	 English actor and novelist 
587 	 /m/0164v 	 Benin	 country in Africa 
588 	 /m/0164w8 	 Conrad Hall	 cinematographer 
589 	 /m/0164y7 	 Frank Loesser	 American songwriter 
590 	 /m/0165b 	 Bermuda	 British overseas territory 
591 	 /m/0165v 	 Bolivia	 country in South America 
592 	 /m/016622 	 tubular bells	 musical instruments in the percussion family 
593 	 /m/01664_ 	 natural history	 study of organisms including plants or animals in their environment 
594 	 /m/01669b 	 Henan	 province of China 
595 	 /m/01669t 	 Hunan	 province of China 
596 	 /m/0166b 	 Bosnia and Herzegovina	 republic in Southeast Europe 
597 	 /m/0166b8 	 Yunnan	 Province of China 
598 	 /m/0166c7 	 Jiangsu	 Province of China 
599 	 /m/0166v 	 Botswana	 country in Africa 
600 	 /m/016722 	 Jaipur	 capital of Rajasthan, India 
601 	 /m/016732 	 Clive Davis	 American record producer and music executive 
602 	 /m/01679d 	 toy piano	 music instrument 
603 	 /m/0167_s 	 Uriah Heep	 rock band from England 
604 	 /m/0167bx 	 hepatitis B	 human viral infection 
605 	 /m/0167km 	 Rick Springfield	 Australian-American musician, singer-songwriter, and actor 
606 	 /m/0167q3 	 Bridgeport	 county seat city of Fairfield County, Connecticut, United States 
607 	 /m/0167v 	 Brunei	 country in Asia 
608 	 /m/0167v4 	 Ryan Adams	 American alt-country/rock singer-songwriter 
609 	 /m/0167xy 	 Thin Lizzy	 Irish rock band 
610 	 /m/016890 	 Kool & the Gang	 American R&B, disco, soul and funk group 
611 	 /m/0168cl 	 Jimmy Buffett	 American singer–songwriter and businessman 
612 	 /m/0168dy 	 Brittany Murphy	 American actress 
613 	 /m/0168ls 	 Spartacus	 1960 American epic historical drama film 
614 	 /m/0168nq 	 Johnson & Johnson	 U.S multinational medical devices, pharmaceutical and consumer packaged goods manufacturer 
615 	 /m/0168ql 	 Gerry Anderson	 English TV creator and filmmaker, known for his "Supermarionation" puppet animated works 
616 	 /m/0168t 	 British Virgin Islands	 British overseas territory in the Caribbean 
617 	 /m/01693z 	 Stevie Ray Vaughan	 American guitarist, songwriter and recording artist 
618 	 /m/01699 	 Burkina Faso	 country in Africa 
619 	 /m/0169dl 	 Matt Damon	 American actor, screenwriter, and producer 
620 	 /m/0169t 	 Burundi	 country in Africa 
621 	 /m/016_mj 	 Chris Rock	 American comedian, actor, screenwriter, television producer, film producer, and director 
622 	 /m/016_nr 	 East Coast hip hop	 music genre 
623 	 /m/016_rm 	 West Coast hip hop	 music genre 
624 	 /m/016_v3 	 Southern hip hop	 music genre 
625 	 /m/016bx2 	 Michael Powell	 English film director 
626 	 /m/016cff 	 Venus Williams	 American tennis player 
627 	 /m/016cjb 	 gospel music	 genre of music emphasizing Christian lyrics 
628 	 /m/016ckq 	 Motown Records	 American music record company 
629 	 /m/016clz 	 alternative rock	 genre of rock music 
630 	 /m/016cyt 	 roots reggae	 subgenre of reggae 
631 	 /m/016dgz 	 Anthony Perkins	 American actor and director 
632 	 /m/016dj8 	 Men in Black	 1997 science fiction comedy film 
633 	 /m/016dmx 	 Colin Wilson	 author 
634 	 /m/016dp0 	 John Osborne	 English playwright 
635 	 /m/016dsy 	 Marianne Faithfull	 British singer, songwriter and actress 
636 	 /m/016fjj 	 Christopher Walken	 American actor 
637 	 /m/016fly 	 professor	 academic rank at universities and other post-secondary education and research institutions in most countries 
638 	 /m/016fmf 	 No Doubt	 rock band from the United States 
639 	 /m/016fnb 	 Gwen Stefani	 American singer-songwriter 
640 	 /m/016fyc 	 The Usual Suspects	 1995 German-American neo-noir crime thriller film 
641 	 /m/016gb5 	 Koblenz	 town in Rhineland-Palatinate, Germany 
642 	 /m/016ggh 	 John Gielgud	 1904–2000; English actor and theatre director 
643 	 /m/016ghw 	 Alexander Korda	 Hungarian-born British film producer and director 
644 	 /m/016gkf 	 Peter Ustinov	 English actor, writer, and dramatist 
645 	 /m/016gp5 	 Reading F.C.	 English professional football club, based in Reading 
646 	 /m/016gr2 	 Derek Jacobi	 English actor and film director 
647 	 /m/016h4r 	 Kris Kristofferson	 American country music singer, songwriter, musician, and film actor 
648 	 /m/016h5l 	 Kensal Green Cemetery	 cemetery in Kensal Green, in the west of London, England 
